postcode,state,locality,tr
2136,NSW,STRATHFIELD SOUTH,Sydney
2137,NSW,BREAKFAST POINT,Sydney
2137,NSW,CABARITA,Sydney
2137,NSW,CONCORD,Sydney
2137,NSW,MORTLAKE,Sydney
2137,NSW,NORTH STRATHFIELD,Sydney
2138,NSW,CONCORD WEST,Sydney
2138,NSW,LIBERTY GROVE,Sydney
2138,NSW,RHODES,Sydney
2140,NSW,HOMEBUSH,Sydney
2140,NSW,HOMEBUSH WEST,Sydney
2141,NSW,BERALA,Sydney
2141,NSW,LIDCOMBE,Sydney
2141,NSW,ROOKWOOD,Sydney
2142,NSW,CAMELLIA,Sydney
2142,NSW,CLYDE,Sydney
2142,NSW,GRANVILLE,Sydney
2142,NSW,HOLROYD,Sydney
2142,NSW,ROSEHILL,Sydney
2142,NSW,SOUTH GRANVILLE,Sydney
2143,NSW,BIRRONG,Sydney
2143,NSW,POTTS HILL,Sydney
2143,NSW,REGENTS PARK,Sydney
2144,NSW,AUBURN,Sydney
2145,NSW,CONSTITUTION HILL,Sydney
2145,NSW,GIRRAWEEN,Sydney
2145,NSW,GREYSTANES,Sydney
2145,NSW,MAYS HILL,Sydney
2145,NSW,PEMULWUY,Sydney
2145,NSW,PENDLE HILL,Sydney
2145,NSW,SOUTH WENTWORTHVILLE,Sydney
2145,NSW,WENTWORTHVILLE,Sydney
2145,NSW,WESTMEAD,Sydney
2146,NSW,OLD TOONGABBIE,Sydney
2146,NSW,TOONGABBIE,Sydney
2147,NSW,KINGS LANGLEY,Sydney
2147,NSW,LALOR PARK,Sydney
2147,NSW,SEVEN HILLS,Sydney
2148,NSW,ARNDELL PARK,Sydney
2148,NSW,BLACKTOWN,Sydney
2148,NSW,HUNTINGWOOD,Sydney
2148,NSW,KINGS PARK,Sydney
2148,NSW,MARAYONG,Sydney
2148,NSW,PROSPECT,Sydney
2150,NSW,HARRIS PARK,Sydney
2150,NSW,PARRAMATTA,Sydney
2151,NSW,NORTH PARRAMATTA,Sydney
2151,NSW,NORTH ROCKS,Sydney
2152,NSW,NORTHMEAD,Sydney
2153,NSW,BAULKHAM HILLS,Sydney
2153,NSW,BELLA VISTA,Sydney
2153,NSW,NORWEST,Sydney
2153,NSW,WINSTON HILLS,Sydney
2154,NSW,CASTLE HILL,Sydney
2155,NSW,BEAUMONT HILLS,Sydney
2155,NSW,KELLYVILLE,Sydney
2155,NSW,KELLYVILLE RIDGE,Sydney
2155,NSW,NORTH KELLYVILLE,Sydney
2155,NSW,ROUSE HILL,Sydney
2156,NSW,ANNANGROVE,Sydney
2156,NSW,GLENHAVEN,Sydney
2156,NSW,KENTHURST,Sydney
2157,NSW,CANOELANDS,Sydney
2157,NSW,FOREST GLEN,Sydney
2157,NSW,GLENORIE,Sydney
2158,NSW,DURAL,Sydney
2158,NSW,MIDDLE DURAL,Sydney
2160,NSW,MERRYLANDS,Sydney
2160,NSW,MERRYLANDS WEST,Sydney
2161,NSW,GUILDFORD,Sydney
2161,NSW,GUILDFORD WEST,Sydney
2161,NSW,OLD GUILDFORD,Sydney
2161,NSW,YENNORA,Sydney
2162,NSW,CHESTER HILL,Sydney
2162,NSW,SEFTON,Sydney
2163,NSW,CARRAMAR,Sydney
2163,NSW,LANSDOWNE,Sydney
2163,NSW,VILLAWOOD,Sydney
2164,NSW,SMITHFIELD,Sydney
2164,NSW,WETHERILL PARK,Sydney
2164,NSW,WOODPARK,Sydney
2165,NSW,FAIRFIELD,Sydney
2165,NSW,FAIRFIELD EAST,Sydney
2165,NSW,FAIRFIELD HEIGHTS,Sydney
2165,NSW,FAIRFIELD WEST,Sydney
2166,NSW,CABRAMATTA,Sydney
2166,NSW,CABRAMATTA WEST,Sydney
2166,NSW,CANLEY HEIGHTS,Sydney
2166,NSW,CANLEY VALE,Sydney
2166,NSW,LANSVALE,Sydney
2167,NSW,GLENFIELD,Sydney
2168,NSW,ASHCROFT,Sydney
2168,NSW,BUSBY,Sydney
2168,NSW,CARTWRIGHT,Sydney
2168,NSW,GREEN VALLEY,Sydney
2168,NSW,HECKENBERG,Sydney
2168,NSW,HINCHINBROOK,Sydney
2168,NSW,MILLER,Sydney
2168,NSW,SADLEIR,Sydney
2170,NSW,CASULA,Sydney
2170,NSW,CHIPPING NORTON,Sydney
2170,NSW,HAMMONDVILLE,Sydney
2170,NSW,LIVERPOOL,Sydney
2170,NSW,LURNEA,Sydney
2170,NSW,MOOREBANK,Sydney
2170,NSW,MOUNT PRITCHARD,Sydney
2170,NSW,PRESTONS,Sydney
2170,NSW,WARWICK FARM,Sydney
2171,NSW,CARNES HILL,Sydney
2171,NSW,CECIL HILLS,Sydney
2171,NSW,ELIZABETH HILLS,Sydney
2171,NSW,HORNINGSEA PARK,Sydney
2171,NSW,HOXTON PARK,Sydney
2171,NSW,LEN WATERS ESTATE,Sydney
2171,NSW,MIDDLETON GRANGE,Sydney
2171,NSW,WEST HOXTON,Sydney
2172,NSW,PLEASURE POINT,Sydney
2172,NSW,SANDY POINT,Sydney
2172,NSW,VOYAGER POINT,Sydney
2173,NSW,HOLSWORTHY,Sydney
2173,NSW,WATTLE GROVE,Sydney
2174,NSW,EDMONDSON PARK,Sydney
2175,NSW,HORSLEY PARK,Sydney
2176,NSW,ABBOTSBURY,Sydney
2176,NSW,BOSSLEY PARK,Sydney
2176,NSW,EDENSOR PARK,Sydney
2176,NSW,GREENFIELD PARK,Sydney
2176,NSW,PRAIRIEWOOD,Sydney
2176,NSW,ST JOHNS PARK,Sydney
2176,NSW,WAKELEY,Sydney
2177,NSW,BONNYRIGG,Sydney
2177,NSW,BONNYRIGG HEIGHTS,Sydney
2178,NSW,CECIL PARK,Sydney
2178,NSW,KEMPS CREEK,Sydney
2178,NSW,MOUNT VERNON,Sydney
2179,NSW,AUSTRAL,Sydney
2179,NSW,LEPPINGTON,Sydney
2190,NSW,CHULLORA,Sydney
2190,NSW,GREENACRE,Sydney
2190,NSW,MOUNT LEWIS,Sydney
2191,NSW,BELFIELD,Sydney
2192,NSW,BELMORE,Sydney
2193,NSW,ASHBURY,Sydney
2193,NSW,CANTERBURY,Sydney
2193,NSW,HURLSTONE PARK,Sydney
2194,NSW,CAMPSIE,Sydney
2195,NSW,LAKEMBA,Sydney
2195,NSW,WILEY PARK,Sydney
2196,NSW,PUNCHBOWL,Sydney
2196,NSW,ROSELANDS,Sydney
2197,NSW,BASS HILL,Sydney
2198,NSW,GEORGES HALL,Sydney
2199,NSW,YAGOONA,Sydney
2200,NSW,BANKSTOWN,Sydney
2200,NSW,BANKSTOWN AERODROME,Sydney
2200,NSW,CONDELL PARK,Sydney
2203,NSW,DULWICH HILL,Sydney
2204,NSW,MARRICKVILLE,Sydney
2205,NSW,ARNCLIFFE,Sydney
2205,NSW,TURRELLA,Sydney
2205,NSW,WOLLI CREEK,Sydney
2206,NSW,CLEMTON PARK,Sydney
2206,NSW,EARLWOOD,Sydney
2207,NSW,BARDWELL PARK,Sydney
2207,NSW,BARDWELL VALLEY,Sydney
2207,NSW,BEXLEY,Sydney
2207,NSW,BEXLEY NORTH,Sydney
2208,NSW,KINGSGROVE,Sydney
2209,NSW,BEVERLY HILLS,Sydney
2209,NSW,NARWEE,Sydney
2210,NSW,LUGARNO,Sydney
2210,NSW,PEAKHURST,Sydney
2210,NSW,PEAKHURST HEIGHTS,Sydney
2210,NSW,RIVERWOOD,Sydney
2211,NSW,PADSTOW,Sydney
2211,NSW,PADSTOW HEIGHTS,Sydney
2212,NSW,REVESBY,Sydney
2212,NSW,REVESBY HEIGHTS,Sydney
2213,NSW,EAST HILLS,Sydney
2213,NSW,PANANIA,Sydney
2213,NSW,PICNIC POINT,Sydney
2214,NSW,MILPERRA,Sydney
2216,NSW,BANKSIA,Sydney
2216,NSW,BRIGHTON-LE-SANDS,Sydney
2216,NSW,KYEEMAGH,Sydney
2216,NSW,ROCKDALE,Sydney
2217,NSW,BEVERLEY PARK,Sydney
2217,NSW,KOGARAH,Sydney
2217,NSW,KOGARAH BAY,Sydney
2217,NSW,MONTEREY,Sydney
2217,NSW,RAMSGATE,Sydney
2217,NSW,RAMSGATE BEACH,Sydney
2218,NSW,ALLAWAH,Sydney
2218,NSW,CARLTON,Sydney
2219,NSW,DOLLS POINT,Sydney
2219,NSW,SANDRINGHAM,Sydney
2219,NSW,SANS SOUCI,Sydney
2220,NSW,HURSTVILLE,Sydney
2220,NSW,HURSTVILLE GROVE,Sydney
2221,NSW,BLAKEHURST,Sydney
2221,NSW,CARSS PARK,Sydney
2221,NSW,CONNELLS POINT,Sydney
2221,NSW,KYLE BAY,Sydney
2221,NSW,SOUTH HURSTVILLE,Sydney
2222,NSW,PENSHURST,Sydney
2223,NSW,MORTDALE,Sydney
2223,NSW,OATLEY,Sydney
2224,NSW,KANGAROO POINT,Sydney
2224,NSW,SYLVANIA,Sydney
2224,NSW,SYLVANIA WATERS,Sydney
2225,NSW,OYSTER BAY,Sydney
2226,NSW,BONNET BAY,Sydney
2226,NSW,COMO,Sydney
2226,NSW,JANNALI,Sydney
2227,NSW,GYMEA,Sydney
2227,NSW,GYMEA BAY,Sydney
2228,NSW,MIRANDA,Sydney
2228,NSW,YOWIE BAY,Sydney
2229,NSW,CARINGBAH,Sydney
2229,NSW,CARINGBAH SOUTH,Sydney
2229,NSW,DOLANS BAY,Sydney
2229,NSW,LILLI PILLI,Sydney
2229,NSW,PORT HACKING,Sydney
2229,NSW,TAREN POINT,Sydney
2230,NSW,BUNDEENA,Sydney
2230,NSW,BURRANEER,Sydney
2230,NSW,WOOLOOWARE,Sydney
2232,NSW,AUDLEY,Sydney
2232,NSW,BONNIE VALE,Sydney
2232,NSW,GARIE,Sydney
2232,NSW,GRAYS POINT,Sydney
2232,NSW,JIBBON,Sydney
2232,NSW,KAREELA,Sydney
2232,NSW,KIRRAWEE,Sydney
2232,NSW,LOFTUS,Sydney
2232,NSW,MARLEY,Sydney
2232,NSW,SUTHERLAND,Sydney
2232,NSW,WARUMBUL,Sydney
2232,NSW,WATTAMOLLA,Sydney
2232,NSW,WORONORA,Sydney
2233,NSW,ENGADINE,Sydney
2233,NSW,HEATHCOTE,Sydney
2233,NSW,WATERFALL,Sydney
2233,NSW,WORONORA HEIGHTS,Sydney
2233,NSW,YARRAWARRAH,Sydney
2234,NSW,ALFORDS POINT,Sydney
2234,NSW,BANGOR,Sydney
2234,NSW,BARDEN RIDGE,Sydney
2234,NSW,ILLAWONG,Sydney
2234,NSW,LUCAS HEIGHTS,Sydney
2234,NSW,MENAI,Sydney
2250,NSW,BUCKETTY,Hunter
2250,NSW,EAST GOSFORD,Central Coast
2250,NSW,ERINA,Central Coast
2250,NSW,GOSFORD,Central Coast
2250,NSW,HOLGATE,Central Coast
2250,NSW,LISAROW,Central Coast
2250,NSW,MATCHAM,Central Coast
2250,NSW,MOUNT ELLIOT,Central Coast
2250,NSW,NARARA,Central Coast
2250,NSW,NIAGARA PARK,Central Coast
2250,NSW,NORTH GOSFORD,Central Coast
2250,NSW,POINT CLARE,Central Coast
2250,NSW,POINT FREDERICK,Central Coast
2250,NSW,SPRINGFIELD,Central Coast
2250,NSW,TASCOTT,Central Coast
2250,NSW,TEN MILE HOLLOW,Sydney
2250,NSW,WEST GOSFORD,Central Coast
2250,NSW,WYOMING,Central Coast
2251,NSW,AVOCA BEACH,Central Coast
2251,NSW,BENSVILLE,Central Coast
2251,NSW,BOUDDI,Central Coast
2251,NSW,COPACABANA,Central Coast
2251,NSW,DAVISTOWN,Central Coast
2251,NSW,GREEN POINT,Central Coast
2251,NSW,KINCUMBER,Central Coast
2251,NSW,KINCUMBER SOUTH,Central Coast
2251,NSW,MACMASTERS BEACH,Central Coast
2251,NSW,PICKETTS VALLEY,Central Coast
2251,NSW,SARATOGA,Central Coast
2251,NSW,YATTALUNGA,Central Coast
2256,NSW,BLACKWALL,Central Coast
2256,NSW,HORSFIELD BAY,Central Coast
2256,NSW,KOOLEWONG,Central Coast
2256,NSW,PHEGANS BAY,Central Coast
2256,NSW,WOY WOY,Central Coast
2256,NSW,WOY WOY BAY,Central Coast
2257,NSW,DALEYS POINT,Central Coast
2257,NSW,EMPIRE BAY,Central Coast
2257,NSW,HARDYS BAY,Central Coast
2257,NSW,KILLCARE,Central Coast
2257,NSW,KILLCARE HEIGHTS,Central Coast
2257,NSW,PRETTY BEACH,Central Coast
2257,NSW,ST HUBERTS ISLAND,Central Coast
2257,NSW,WAGSTAFFE,Central Coast
2258,NSW,FOUNTAINDALE,Central Coast
2258,NSW,KANGY ANGY,Central Coast
2258,NSW,OURIMBAH,Central Coast
2258,NSW,PALMDALE,Central Coast
2258,NSW,PALM GROVE,Central Coast
2259,NSW,ALISON,Central Coast
2259,NSW,BUSHELLS RIDGE,Central Coast
2259,NSW,CEDAR BRUSH CREEK,Central Coast
2259,NSW,CHAIN VALLEY BAY,Central Coast
2259,NSW,CRANGAN BAY,Central Coast
2259,NSW,DOORALONG,Central Coast
2259,NSW,DURREN DURREN,Central Coast
2259,NSW,FREEMANS,Central Coast
2259,NSW,GWANDALAN,Central Coast
2259,NSW,HALLORAN,Central Coast
2259,NSW,HAMLYN TERRACE,Central Coast
2259,NSW,JILLIBY,Central Coast
2259,NSW,KANWAL,Central Coast
2259,NSW,KIAR,Central Coast
2259,NSW,KINGFISHER SHORES,Central Coast
2259,NSW,LAKE MUNMORAH,Central Coast
2259,NSW,LEMON TREE,Central Coast
2259,NSW,LITTLE JILLIBY,Central Coast
2259,NSW,MANNERING PARK,Central Coast
2259,NSW,MARDI,Central Coast
2259,NSW,MOONEE,Hunter
2259,NSW,RAVENSDALE,Central Coast
2259,NSW,ROCKY POINT,Central Coast
2259,NSW,SUMMERLAND POINT,Central Coast
2259,NSW,TACOMA,Central Coast
2259,NSW,TACOMA SOUTH,Central Coast
2259,NSW,TUGGERAH,Central Coast
2259,NSW,TUGGERAWONG,Central Coast
2259,NSW,WADALBA,Central Coast
2259,NSW,WALLARAH,Central Coast
2259,NSW,WARNERVALE,Central Coast
2259,NSW,WATANOBBI,Central Coast
2259,NSW,WOONGARRAH,Central Coast
2259,NSW,WYBUNG,Central Coast
2259,NSW,WYEE,Hunter
2259,NSW,WYEE POINT,Hunter
2259,NSW,WYONG,Central Coast
2259,NSW,WYONGAH,Central Coast
2259,NSW,WYONG CREEK,Central Coast
2259,NSW,YARRAMALONG,Central Coast
2260,NSW,ERINA HEIGHTS,Central Coast
2260,NSW,FORRESTERS BEACH,Central Coast
2260,NSW,NORTH AVOCA,Central Coast
2260,NSW,TERRIGAL,Central Coast
2260,NSW,WAMBERAL,Central Coast
2261,NSW,BATEAU BAY,Central Coast
2261,NSW,BERKELEY VALE,Central Coast
2261,NSW,BLUE BAY,Central Coast
2261,NSW,CHITTAWAY BAY,Central Coast
2261,NSW,CHITTAWAY POINT,Central Coast
2261,NSW,GLENNING VALLEY,Central Coast
2261,NSW,KILLARNEY VALE,Central Coast
2261,NSW,LONG JETTY,Central Coast
2261,NSW,SHELLY BEACH,Central Coast
2261,NSW,THE ENTRANCE,Central Coast
2261,NSW,TOOWOON BAY,Central Coast
2261,NSW,TUMBI UMBI,Central Coast
2262,NSW,BLUE HAVEN,Central Coast
2262,NSW,COLONGRA,Central Coast
2262,NSW,DOYALSON,Central Coast
2262,NSW,DOYALSON NORTH,Central Coast
2262,NSW,SAN REMO,Central Coast
2263,NSW,CANTON BEACH,Central Coast
2263,NSW,CHARMHAVEN,Central Coast
2263,NSW,GOROKAN,Central Coast
2263,NSW,LAKE HAVEN,Central Coast
2263,NSW,NORAH HEAD,Central Coast
2263,NSW,NORAVILLE,Central Coast
2263,NSW,TOUKLEY,Central Coast
2264,NSW,BALCOLYN,Hunter
2264,NSW,BONNELLS BAY,Hunter
2264,NSW,BRIGHTWATERS,Hunter
2264,NSW,DORA CREEK,Hunter
2264,NSW,ERARING,Hunter
2264,NSW,MANDALONG,Hunter
2264,NSW,MIRRABOOKA,Hunter
2264,NSW,MORISSET,Hunter
2264,NSW,MORISSET PARK,Hunter
2264,NSW,MYUNA BAY,Hunter
2264,NSW,SUNSHINE,Hunter
2264,NSW,WINDERMERE PARK,Hunter
2264,NSW,YARRAWONGA PARK,Hunter
2265,NSW,COORANBONG,Hunter
2265,NSW,MARTINSVILLE,Hunter
2278,NSW,BARNSLEY,Hunter
2278,NSW,KILLINGWORTH,Hunter
2278,NSW,WAKEFIELD,Hunter
2280,NSW,BELMONT,Hunter
2280,NSW,BELMONT NORTH,Hunter
2280,NSW,CROUDACE BAY,Hunter
2280,NSW,FLORAVILLE,Hunter
2280,NSW,JEWELLS,Hunter
2280,NSW,VALENTINE,Hunter
2281,NSW,CAMS WHARF,Hunter
2281,NSW,CATHERINE HILL BAY,Hunter
2281,NSW,CAVES BEACH,Hunter
2281,NSW,MURRAYS BEACH,Hunter
2281,NSW,NORDS WHARF,Hunter
2281,NSW,PINNY BEACH,Hunter
2281,NSW,SWANSEA,Hunter
2281,NSW,SWANSEA HEADS,Hunter
2282,NSW,ELEEBANA,Hunter
2282,NSW,LAKELANDS,Hunter
2282,NSW,WARNERS BAY,Hunter
2283,NSW,AWABA,Hunter
2283,NSW,BLACKALLS PARK,Hunter
2283,NSW,BOLTON POINT,Hunter
2283,NSW,CAREY BAY,Hunter
2283,NSW,COAL POINT,Hunter
2283,NSW,FASSIFERN,Hunter
2283,NSW,FENNELL BAY,Hunter
2283,NSW,KILABEN BAY,Hunter
2283,NSW,RYHOPE,Hunter
2283,NSW,TORONTO,Hunter
2284,NSW,ARGENTON,Hunter
2284,NSW,BOOLAROO,Hunter
2284,NSW,BOORAGUL,Hunter
2284,NSW,MARMONG POINT,Hunter
2284,NSW,SPEERS POINT,Hunter
2284,NSW,TERALBA,Hunter
2284,NSW,WOODRISING,Hunter
2285,NSW,CAMERON PARK,Hunter
2285,NSW,CARDIFF,Hunter
2285,NSW,CARDIFF HEIGHTS,Hunter
2285,NSW,CARDIFF SOUTH,Hunter
2285,NSW,EDGEWORTH,Hunter
2285,NSW,GLENDALE,Hunter
2285,NSW,MACQUARIE HILLS,Hunter
2286,NSW,HOLMESVILLE,Hunter
2286,NSW,SEAHAMPTON,Hunter
2286,NSW,WEST WALLSEND,Hunter
2287,NSW,BIRMINGHAM GARDENS,Hunter
2287,NSW,ELERMORE VALE,Hunter
2287,NSW,FLETCHER,Hunter
2287,NSW,MARYLAND,Hunter
2287,NSW,MINMI,Hunter
2287,NSW,RANKIN PARK,Hunter
2287,NSW,WALLSEND,Hunter
2289,NSW,ADAMSTOWN,Hunter
2289,NSW,ADAMSTOWN HEIGHTS,Hunter
2289,NSW,GARDEN SUBURB,Hunter
2289,NSW,HIGHFIELDS,Hunter
2289,NSW,KOTARA,Hunter
2289,NSW,KOTARA SOUTH,Hunter
2290,NSW,BENNETTS GREEN,Hunter
2290,NSW,CHARLESTOWN,Hunter
2290,NSW,DUDLEY,Hunter
2290,NSW,GATESHEAD,Hunter
2290,NSW,HILLSBOROUGH,Hunter
2290,NSW,KAHIBAH,Hunter
2290,NSW,MOUNT HUTTON,Hunter
2290,NSW,REDHEAD,Hunter
2290,NSW,TINGIRA HEIGHTS,Hunter
2290,NSW,WHITEBRIDGE,Hunter
2291,NSW,MEREWETHER,Hunter
2291,NSW,MEREWETHER HEIGHTS,Hunter
2291,NSW,THE JUNCTION,Hunter
2292,NSW,BROADMEADOW,Hunter
2292,NSW,HAMILTON NORTH,Hunter
2293,NSW,MARYVILLE,Hunter
2293,NSW,WICKHAM,Hunter
2295,NSW,FERN BAY,Hunter
2295,NSW,STOCKTON,Hunter
2296,NSW,ISLINGTON,Hunter
2297,NSW,TIGHES HILL,Hunter
2298,NSW,GEORGETOWN,Hunter
2298,NSW,WARATAH,Hunter
2298,NSW,WARATAH WEST,Hunter
2299,NSW,JESMOND,Hunter
2299,NSW,LAMBTON,Hunter
2299,NSW,NORTH LAMBTON,Hunter
2300,NSW,BAR BEACH,Hunter
2300,NSW,COOKS HILL,Hunter
2300,NSW,NEWCASTLE,Hunter
2300,NSW,NEWCASTLE EAST,Hunter
2300,NSW,THE HILL,Hunter
2302,NSW,NEWCASTLE WEST,Hunter
2303,NSW,HAMILTON,Hunter
2303,NSW,HAMILTON EAST,Hunter
2303,NSW,HAMILTON SOUTH,Hunter
2304,NSW,KOORAGANG,Hunter
2304,NSW,MAYFIELD,Hunter
2304,NSW,MAYFIELD EAST,Hunter
2304,NSW,MAYFIELD NORTH,Hunter
2304,NSW,MAYFIELD WEST,Hunter
2304,NSW,SANDGATE,Hunter
2304,NSW,WARABROOK,Hunter
2305,NSW,NEW LAMBTON,Hunter
2305,NSW,NEW LAMBTON HEIGHTS,Hunter
2306,NSW,WINDALE,Hunter
2307,NSW,SHORTLAND,Hunter
2308,NSW,CALLAGHAN,Hunter
2311,NSW,ALLYNBROOK,Hunter
2311,NSW,BINGLEBURRA,Hunter
2311,NSW,CARRABOLLA,Hunter
2311,NSW,EAST GRESFORD,Hunter
2311,NSW,ECCLESTON,Hunter
2311,NSW,GRESFORD,Hunter
2311,NSW,HALTON,Hunter
2311,NSW,LEWINSBROOK,Hunter
2311,NSW,LOSTOCK,Hunter
2311,NSW,MOUNT RIVERS,Hunter
2311,NSW,TORRYBURN,Hunter
2311,NSW,UPPER ALLYN,Hunter
2312,NSW,MINIMBAH,North Coast NSW
2312,NSW,NABIAC,North Coast NSW
2318,NSW,FULLERTON COVE,Hunter
2319,NSW,LEMON TREE PASSAGE,Hunter
2319,NSW,MALLABULA,Hunter
2319,NSW,TANILBA BAY,Hunter
2320,NSW,ABERGLASSLYN,Hunter
2320,NSW,ALLANDALE,Hunter
2320,NSW,ANAMBAH,Hunter
2320,NSW,BOLWARRA,Hunter
2320,NSW,BOLWARRA HEIGHTS,Hunter
2320,NSW,FARLEY,Hunter
2320,NSW,GLEN OAK,Hunter
2320,NSW,GOSFORTH,Hunter
2320,NSW,HORSESHOE BEND,Hunter
2320,NSW,KEINBAH,Hunter
2320,NSW,LARGS,Hunter
2320,NSW,LORN,Hunter
2320,NSW,LOUTH PARK,Hunter
2320,NSW,MAITLAND,Hunter
2320,NSW,MAITLAND VALE,Hunter
2320,NSW,MELVILLE,Hunter
2320,NSW,MINDARIBBA,Hunter
2320,NSW,MOUNT DEE,Hunter
2320,NSW,OAKHAMPTON,Hunter
2320,NSW,OAKHAMPTON HEIGHTS,Hunter
2320,NSW,POKOLBIN,Hunter
2320,NSW,ROSEBROOK,Hunter
2320,NSW,ROTHBURY,Hunter
2320,NSW,RUTHERFORD,Hunter
2320,NSW,SOUTH MAITLAND,Hunter
2320,NSW,TELARAH,Hunter
2320,NSW,WALLALONG,Hunter
2320,NSW,WINDELLA,Hunter
2321,NSW,BERRY PARK,Hunter
2321,NSW,BUTTERWICK,Hunter
2321,NSW,CLARENCE TOWN,Hunter
2321,NSW,CLIFTLEIGH,Hunter
2321,NSW,DUCKENFIELD,Hunter
2321,NSW,DUNS CREEK,Hunter
2321,NSW,GILLIESTON HEIGHTS,Hunter
2321,NSW,GLEN MARTIN,Hunter
2321,NSW,GLEN WILLIAM,Hunter
2321,NSW,HARPERS HILL,Hunter
2321,NSW,HEDDON GRETA,Hunter
2321,NSW,HINTON,Hunter
2321,NSW,LOCHINVAR,Hunter
2321,NSW,LUSKINTYRE,Hunter
2321,NSW,MORPETH,Hunter
2321,NSW,OSWALD,Hunter
2321,NSW,PHOENIX PARK,Hunter
2321,NSW,RAWORTH,Hunter
2321,NSW,WINDERMERE,Hunter
2321,NSW,WOODVILLE,Hunter
2322,NSW,BERESFIELD,Hunter
2322,NSW,BLACK HILL,Hunter
2322,NSW,CHISHOLM,Hunter
2322,NSW,HEXHAM,Hunter
2322,NSW,LENAGHAN,Hunter
2322,NSW,STOCKRINGTON,Hunter
2322,NSW,TARRO,Hunter
2322,NSW,THORNTON,Hunter
2322,NSW,TOMAGO,Hunter
2322,NSW,WOODBERRY,Hunter
2323,NSW,ASHTONFIELD,Hunter
2323,NSW,BRUNKERVILLE,Hunter
2323,NSW,BUCHANAN,Hunter
2323,NSW,BUTTAI,Hunter
2323,NSW,EAST MAITLAND,Hunter
2323,NSW,FOUR MILE CREEK,Hunter
2323,NSW,FREEMANS WATERHOLE,Hunter
2323,NSW,METFORD,Hunter
2323,NSW,MOUNT VINCENT,Hunter
2323,NSW,MULBRING,Hunter
2323,NSW,PITNACREE,Hunter
2323,NSW,RICHMOND VALE,Hunter
2323,NSW,TENAMBIT,Hunter
2324,NSW,BALICKERA,Hunter
2324,NSW,BRANDY HILL,Hunter
2324,NSW,EAGLETON,Hunter
2324,NSW,EAST SEAHAM,Hunter
2324,NSW,HEATHERBRAE,Hunter
2324,NSW,KINGS HILL,Hunter
2324,NSW,LIMEBURNERS CREEK,North Coast NSW
2324,NSW,MILLERS FOREST,Hunter
2324,NSW,NELSONS PLAINS,Hunter
2324,NSW,OSTERLEY,Hunter
2324,NSW,RAYMOND TERRACE,Hunter
2324,NSW,SEAHAM,Hunter
2325,NSW,ABERDARE,Hunter
2325,NSW,ABERNETHY,Hunter
2325,NSW,BELLBIRD,Hunter
2325,NSW,BELLBIRD HEIGHTS,Hunter
2325,NSW,CEDAR CREEK,Hunter
2325,NSW,CESSNOCK,Hunter
2325,NSW,CONGEWAI,Hunter
2325,NSW,CORRABARE,Hunter
2325,NSW,DAIRY ARM,Hunter
2325,NSW,ELLALONG,Hunter
2325,NSW,ELRINGTON,Hunter
2325,NSW,FERNANCES CROSSING,Hunter
2325,NSW,GRETA MAIN,Hunter
2325,NSW,KEARSLEY,Hunter
2325,NSW,KITCHENER,Hunter
2325,NSW,LAGUNA,Hunter
2325,NSW,LOVEDALE,Hunter
2325,NSW,MILLFIELD,Hunter
2325,NSW,MOUNT VIEW,Hunter
2325,NSW,MURRAYS RUN,Hunter
2325,NSW,NULKABA,Hunter
2325,NSW,PAXTON,Hunter
2325,NSW,PAYNES CROSSING,Hunter
2325,NSW,PELTON,Hunter
2325,NSW,QUORROBOLONG,Hunter
2325,NSW,SWEETMANS CREEK,Hunter
2325,NSW,WATAGAN,Hunter
2325,NSW,WOLLOMBI,Hunter
2325,NSW,YENGO,Hunter
2326,NSW,ABERMAIN,Hunter
2326,NSW,BISHOPS BRIDGE,Hunter
2326,NSW,LOXFORD,Hunter
2326,NSW,NEATH,Hunter
2326,NSW,SAWYERS GULLY,Hunter
2326,NSW,WESTON,Hunter
2327,NSW,KURRI KURRI,Hunter
2327,NSW,PELAW MAIN,Hunter
2327,NSW,STANFORD MERTHYR,Hunter
2328,NSW,BUREEN,Hunter
2328,NSW,DALSWINTON,Hunter
2328,NSW,DENMAN,Hunter
2328,NSW,GIANTS CREEK,Hunter
2328,NSW,HOLLYDEEN,Hunter
2328,NSW,KERRABEE,Hunter
2328,NSW,MANGOOLA,Hunter
2328,NSW,MARTINDALE,Hunter
2328,NSW,WIDDEN,Hunter
2328,NSW,YARRAWA,Hunter
2329,NSW,CASSILIS,Hunter
2329,NSW,MERRIWA,Hunter
2329,NSW,UARBRY,Central NSW
2330,NSW,APPLETREE FLAT,Hunter
2330,NSW,BIG RIDGE,Hunter
2330,NSW,BOWMANS CREEK,Hunter
2330,NSW,BRIDGMAN,Hunter
2330,NSW,BROKE,Hunter
2330,NSW,BULGA,Hunter
2330,NSW,CAMBERWELL,Hunter
2330,NSW,CARROWBROOK,Hunter
2330,NSW,CLYDESDALE,Hunter
2330,NSW,COMBO,Hunter
2330,NSW,DOYLES CREEK,Hunter
2330,NSW,DUNOLLY,Hunter
2330,NSW,DYRRING,Hunter
2330,NSW,FALBROOK,Hunter
2330,NSW,FERN GULLY,Hunter
2330,NSW,FORDWICH,Hunter
2330,NSW,GARLAND VALLEY,Hunter
2330,NSW,GLENDON,Hunter
